"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-04-22","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-04-23","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-04-24","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-04-25","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-04-26","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-04-27","0.01",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-04-28","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-04-29","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-04-30","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-01","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-02","0.02",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-03","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-04","0.02",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-05","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-06","0.26",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-07","0.11",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-08","0.41",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-09","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-10","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-11","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-12","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-13","0.07",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-14","0.02",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-15","0.20",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-16","0.04",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-17","0.02",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-18","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-19","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-20","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-21","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-22","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-23","0.00",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-24","0.65",,,
"US1NCMK0095","DAVIDSON 0.4 SE, NC US","2022-05-25","0.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-04","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-05","0.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-06","0.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-07","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-08","0.40",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-09","0.23",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-10","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-11","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-12","0.10",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-13","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-14","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-15","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-16","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-17","0.02",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-18","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-19","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-20","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-21","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-22","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-23","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-24","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-25","0.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-26","1.18",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-27","0.03",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-28","0.63",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-29","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-30","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-01-31","0.26",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-01","0.45",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-02","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-03","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-04","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-05","0.04",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-06","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-07","0.73",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-09","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-10","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-11","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-12","0.48",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-13","0.37",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-14","0.45",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-15","0.40",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-16","1.08",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-17","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-18","0.36",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-19","0.48",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-20","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-21","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-22","0.10",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-23","0.24",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-24","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-25","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-27","0.61",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-02-28","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-01","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-02","0.12",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-03","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-04","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-05","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-06","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-07","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-08","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-09","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-10","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-11","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-13","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-14","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-15","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-16","0.71",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-17","0.55",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-18","0.20",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-19","1.19",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-20","0.03",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-21","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-22","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-23","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-24","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-25","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-26","2.03",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-27","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-28","0.63",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-03-29","0.34",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-02",,,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-04","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-05","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-06","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-07","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-08","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-09","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-10","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-11","0.28",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-12","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-13","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-14","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-15","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-16","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-17","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-18","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-20","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-21","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-22","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-24","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-25","0.86",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-26","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-27","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-28","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-04-29","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-01","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-02","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-03","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-04","1.11",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-05","0.36",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-06","0.02",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-07","0.02",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-08","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-09","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-10","0.32",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-11","0.29",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-12","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-13","0.30",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-14","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-15","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-16","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-17","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-18","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-19","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-20","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-21","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-22","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-23","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-24","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-25","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-26","0.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-27","0.05",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-28","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-29","0.18",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-30","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-05-31","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-01","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-02","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-03","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-04","0.22",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-05","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-06","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-07","0.90",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-08","0.75",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-09","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-10","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-16",,,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-17","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-18","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-19","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-20","0.42",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-21","0.04",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-22","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-23","0.73",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-24","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-25","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-26","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-27","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-28","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-29","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-06-30","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-01","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-02","0.15",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-03","1.13",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-04","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-05","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-06","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-07","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-08","0.45",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-09","0.26",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-10","1.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-11","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-12","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-16",,,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-17","0.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-18","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-19","2.65",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-20","0.37",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-21","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-22","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-23","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-24","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-25","0.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-26","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-27","0.12",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-28","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-29","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-30","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-07-31","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-01","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-02","0.28",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-03","0.05",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-04","0.11",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-05","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-06","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-07","0.02",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-08","0.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-09","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-10","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-11","0.05",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-12","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-13","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-14","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-15","0.06",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-16","1.42",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-17","0.23",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-18","0.49",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-19","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-20","0.02",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-21","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-22","0.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-23","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-24","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-25","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-26","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-27","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-28","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-29","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-30","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-08-31","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-01","0.40",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-02","0.17",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-03","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-04","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-05","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-06","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-07","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-08","0.08",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-09","0.15",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-10","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-11","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-12","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-13","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-14","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-15","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-16","0.05",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-17","0.10",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-18","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-19","0.15",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-20","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-21","0.06",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-22","0.39",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-23","0.34",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-27",,,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-28","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-29","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-09-30","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-01","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-02","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-03","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-04","0.03",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-05","0.02",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-06","0.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-07","0.12",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-08","0.16",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-09","0.12",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-10","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-11","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-12","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-13","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-14","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-15","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-16","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-17","0.01",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-18","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-19","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-20","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-22","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-23","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-24","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-25","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-26","0.17",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-28","0.00",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-29","0.48",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-30","0.22",,,
"US1NCMK0068","HUNTERSVILLE 2.0 W, NC US","2021-10-31","0.00",,,
